Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Legion of the Damned (1164)	darkfuture	legion_of_the_damned_df	Undead Soldiers	3	{lot}{lot}	{lot}	3	0	0	When Legion of the Damned turns to attack, you may inflict 2 damage on a Site.	The Lotus now use the Architects' forces against them.		Thomas Manning	Character	Eaters of the Lotus	Common	N	 legion damned undead soldier soldiers 
Louie the Roach (1165)	darkfuture	louie_the_roach_df	Lodge Survivor	2	{asc}{asc}{asc}	{asc}	2	0	0	Unique. Toughness: 2.	"They've tried to kill me more ways than you can imagine, but they ain't succeeded yet."		April Lee	Character	Ascended	Rare	N	 louie roach lodge survivor 
Major Hottie (1166)	darkfuture	major_hottie_df	Ex-Buro Operative	4	{jam}{jam}	{jam}	5	0	0	Unique. All {jam} Characters gain Toughness: 1 against combat damage. Turn during an attack :: All {jam} Characters inflict +2 damage until the end of the attack.			Edward Beard, Jr.	Character	Jammers	Rare	N	 major hottie ex buro operative 
Marauder Gang (1167)	darkfuture	marauder_gang_df	Renegade Cyborgs	2	{tek}	{tek}	3	0	0	At the end of your turn, smoke this card if it did not attack this turn.	Deserters and brigands who thrive in the chaos of 2062.		Ron Rousselle	Character	High Tech	Common	N	 marauder gang renegade cyborg cyborgs 
Marauder Lord (1168)	darkfuture	marauder_lord_df	Ruthless Cyborg	4	{tek}{tek}	{tek}	5	0	0	When Marauder Lord turns to attack, he gains +1 Fighting until he leaves play.	Petty warlords who carve out tiny empires in the fringes of order.		Ron Rousselle	Character	High Tech	Uncommon	N	 marauder lord ruthles ruthless cyborg 
Mark IV Fusion Rifle (1169)	darkfuture	mark_iv_fusion_rifle_df	State	1	{tek}{tek}{tek}{tek}		0	0	0	Weapon. Play on a Character. Unturn this card when an opponent targets a card you control with an Event or Site. Turn to inflict 3 damage to a Character or Site at subject's location.	"Yeah, it rocks, _if_ you can figure out the manual."		Tony Moseley	State	High Tech	Uncommon	N	 mark iv fusion rifle 
Master Gardener (1170)	darkfuture	master_gardener_df	Elderly Geomancer	2	{han}{han}	{han}{chi}	2	0	0	Turn and maintain to cancel target Feng Shui Site's effects and rules text.	Quan Lo found the idea of artificial Feng Shui Sites disturbing.		Brian Rood	Character	Guiding Hand	Uncommon	N	 master gardener elderly geomancer 
Master Hao (1171)	darkfuture	master_hao_df	Superior Martial Artist	4	{han}{han}{han}{han}	{han}{chi}	6	0	0	Unique. You may choose a Character once per turn while Master Hao is attacking. He takes no damage from that Character until the end of the turn.			Dennis Calero	Character	Guiding Hand	Rare	N	 master hao super ior martial artist 
Master Mechanic (1172)	darkfuture	master_mechanic_df	Renegade Techie	3	{dra}{dra}	{dra}{tek}	4	0	0	Turn during any Main Shot to play a Vehicle from your smoked pile on a card you control at -1 cost.	"Well, I've seen worse... I think."		Paul Carrick	Character	Dragons	Uncommon	N	 master mechanic renegade techie 
MegaTank (1173)	darkfuture	megatank_df	State	5	{tek}{tek}{tek}		0	0	0	Vehicle. Subject Character gains +7 Fighting and Toughness: 2. Subject cannot be damaged or removed from play by {arc} Events.	The only commuter vehicle you can drive on both sidewalks.		Jeff Menges	State	High Tech	Uncommon	N	 mega tank 
Memory Palace (1174)	darkfuture	memory_palace_df	Event	1	{pur}{pur}{pur}		0	0	0	One-Shot. Lay your entire hand on the table, face up. You may play these cards as if they were in your hand, but cannot discard them. These cards are not in play or in your hand.			Brian Rood	Event	Purists	Rare	N	 memory palace 
Memory Reprocessing (1175)	darkfuture	memory_reprocessing_df	Event	1	{mag}{mag}		0	0	0	Toast It. Immediately play an event from target opponent's smoked pile at normal cost; that player gains 1 Power.	The mind is the window to the soul. The Paradox Cube is the brick.		Anson Maddocks	Event	Magic	Uncommon	N	 memory reprocessing 
Memory Spirit (1176)	darkfuture	memory_spirit_df	Psychic Construct	3	{pur}{mag}	{pur}{mag}	4	0	0	When any opponent does not discard any cards during his or her Establishing Shot, Memory Spirit gains +1 Fighting until it leaves play.	It feeds on what you won't let go of.		Steve Bryant	Character	Purists	Common	N	 memory spirit psychic construct 
Misery Totelben (1177)	darkfuture	misery_totelben_df	Insane Musician	3	{pur}	{pur}{mag}	3	0	0	Unique. Uncopyable. -2 damage. Cannot attack, intercept, or turn. Each of your back-row Sites copies the rules text of the Feng Shui Site in front of it.			Mark Poole	Character	Purists	Rare	N	 misery totelben insane musician 
Mobile HQ (1178)	darkfuture	mobile_hq_df	State	3	{dra}{dra}	{tek}	0	0	0	Unique. Vehicle. Subject Character gains +3 Fighting and Mobility. If subject is unturned, turn Mobile HQ to heal target Character.	"You have to stay on the move when operating in 2062."		Thomas Manning	State	Dragons	Rare	N	 mobile hq 
Motor Pool (1179)	darkfuture	motor_pool_df	Site	2			0	1	5	Generates no Power while turned. Turn to play a Vehicle on a Character you control at -2 cost.	"It's like a supermarket. Megatanks, aisle three...."		Brian Rood	Site	Unaligned	Uncommon	N	 motor pool 
Mount Makarakomburu (1180)	darkfuture	mount_makarakomburu_df	Feng Shui Site	3			0	2	8	Unique. Cannot be burned. Mount Makarakomburu can be the target of attacks while in the back row.	Location of the first of the Purists' four towers.		Anthony Grabski	Site	Feng Shui Site	Rare	N	 mount makarakomburu 
Mutator (1181)	darkfuture	mutator_df	Probability Spirit	4	{pur}{pur}{mag}{mag}	{pur}{mag}	6	0	0	Once per turn, you may raise or lower by one until the end of the turn any number not written as words on another card at this location. This cannot change a number to zero.			Anthony Grabski	Character	Purists	Uncommon	N	 mutator probability spirit 
Newest Model (1182)	darkfuture	newest_model_df	State	0	{tek}{tek}		0	0	0	Not cumulative. The values of all numbers not written as words in the rules text of subject Vehicle or {tek} State are increased by one. Any opponent's effect that would directly remove subject from play smokes Newest Model instead.			Tony Moseley	State	High Tech	Common	N	 newest model 
Nexus Tower (1183)	darkfuture	nexus_tower_df	Site	3	{pur}{pur}{pur}{mag}	{pur}{mag}	0	1	8	Unique. The number of Feng Shui Sites you need for victory is reduced by one. Once during your turn, you may play a {mag} card at +1 cost from your smoked pile, that card is considered to be Toast-It.			Carisa Swenson	Site	Purists	Rare	N	 nexu nexus tower 
No Man's Land (1184)	darkfuture	no_mans_land_df	Battleground Site	1			0	0	5	Any player who seizes this Site gains 2 Power. If this card is in your front row, turn and maintain and target a Character :: That Character's damage cannot be reduced or redirected by opponents.			Mark Evans	Site	Unaligned	Common	N	 no man mans land battleground 
Nuked (1185)	darkfuture	nuked_df	Event	1	{jam}{jam}		0	0	0	Choose an opponent and flip a coin. Tails: repeat the coin flip with the next player to the left. Heads: choose a Site controlled by that player :: Smoke the chosen Site.	"Blow Things Up! Blow Things Up! Blow Things - Wait, not that!"		Nicola Leonard	Event	Jammers	Common	N	 nuked 
Orbital Laser Strike (1186)	darkfuture	orbital_laser_strike_df	Event	1	{tek}		0	0	0	Inflict X damage on target Site. X= the number of {tek} resources in your pool.	It was sold to the public as a purely defensive technology.		John T. Snyder	Event	High Tech	Common	N	 orbital laser strike 
Paradox Divination (1187)	darkfuture	paradox_divination_df	Event	1	{pur}{mag}		0	0	0	Look at the top X cards of your deck, and return them in any order. X= the number of {mag} resources in your pool.	The Purists see the future as a series of possibilities to be manipulated.		Tom Castillo	Event	Purists	Uncommon	N	 paradox divination 
Parting Gift (1188)	darkfuture	parting_gift_df	Event	1	{jam}{jam}		0	0	0	Play when an attack you declared on a Site ends if you did not reduce the Site's Body to 0. Inflict 2 damage on the Site and all Characters at that location. (Including any remaining attackers.)	"Here's a present. Don't mind the fuse."		Arthur Roberg	Event	Jammers	Common	N	 parting gift 
Portal Nexus (1189)	darkfuture	portal_nexus_df	State	1	{pur}{pur}		0	0	0	Schtick. Subject non-Unique Site has +3 Body. Turn to exchange the positions of Feng Shui Sites you control. This may change the target of an attack.	The heart of the four towers constructed by the Purists.		Aaron Boyd	State	Purists	Uncommon	N	 portal nexu nexus 
Primus (1190)	darkfuture	primus_df	Master of Paradox	4	{pur}{pur}{pur}	{pur}{mag}{mag}	7	0	0	Unique. When Primus enters play, target an opponent, who cannot respond with Events :: Target player cannot play cards this turn.	"Nothing can stop us from reshaping the world."		Thomas Gianni	Character	Purists	Rare	N	 primu primus master paradox 
Purist Aspirant (1191)	darkfuture	purist_aspirant_df	Expendable Lackey	1		{pur}	1	0	0	Sacrifice to reduce to 0 all non-combat damage from a single source to Characters you control.			Arthur Roberg	Character	Purists	Common	N	 purist aspirant expendable lackey 
Purist Initiate (1192)	darkfuture	purist_initiate_df	Student Sorcerer	1		{pur}{mag}	1	0	0	Your <Purist> cards in play, your hand, your deck, and your smoked pile require and provide {pur} instead of {arc} and {lot}. This card's rules text is still active in your smoked pile.			Arthur Roberg	Character	Purists	Common	N	 purist initiate student sorcerer 
Quantum Sorcery (1193)	darkfuture	quantum_sorcery_df	Edge	1	{pur}{pur}{mag}{mag}		0	0	0	Turn this card and a {mag} Character you control :: Gain one Power or draw a card.	"The Purists have developed a system of magic unlike any I have seen before." - Fo Shen		Dennis Calero	Edge	Purists	Uncommon	N	 quantum sorcery 
Raptor Squad (1194)	darkfuture	raptor_squad_df	Blood-Thirsty Abominations	3	{arc}	{arc}{tek}	4	0	0	Ambush. If Raptor Squad attacks, it does not unturn during your next Establishing Shot.	"If only they didn't stop to eat everything they kill."		Paul "Prof" Herbert	Character	Architects of the Flesh	Common	N	 raptor squad blood thirsty abomination abominations 
Rebel Consumer (1195)	darkfuture	rebel_consumer_df	Freedom Fighter	3		{han}{chi}	3	0	0	+3 damage against cards controlled by a player who is closer to victory than you.	The Hand are recruiting in 2062.		Mark Poole	Character	Guiding Hand	Common	N	 rebel consumer freedom fighter 
Replacement Parts (1196)	darkfuture	replacement_parts_df	State	1	{tek}		0	0	0	Remove up to three damage on subject Character when you play this card. Subject gains +1 Fighting and the designator <Cyborg>.	Like new, only better.		Andrew Barlow	State	High Tech	Common	N	 replacement part parts 
Rhys Engel (1197)	darkfuture	rhys_engel_df	Purist Mastermind	5	{pur}{pur}{pur}{pur}	{pur}{pur}{mag}	9	0	0	Unique. Once per turn, you may discard a card to cancel a Feng Shui Site until the end of the turn or reveal a Feng Shui Site.	Leave Zhang to his demons. We'll show him true power!		Brian Rood	Character	Purists	Rare	N	 rhy rhys engel purist mastermind 
SAM Simian (1198)	darkfuture	sam_simian_df	Destructive Primate	2	{jam}{jam}	{jam}	2	0	0	Once during your Main Shot you may inflict 2 damage to a Site you control :: SAM Simian gains +2 Fighting until the end of the turn.	Like a bull in a china shop. With missiles.		Paul Carrick	Character	Jammers	Uncommon	N	 sam simian destructive primate 
Secret Laboratory (1199)	darkfuture	secret_laboratory_df	Site	2		{tek}{tek}	0	1	5		Access to the latest fruits of the military-industrial complex is essential to the secret warrior.		Mike Trapp	Site	High Tech	Common	N	 secret laboratory 
Sergeant Blightman (1200)	darkfuture	sergeant_blightman_df	Mutating Soldier	4	{arc}{arc}	{arc}	9	0	0	Unique. Toast It. Cannot turn to heal. Inflict 3 damage on Sergeant Blightman at the start of your turn.	"A good soldier will volunteer for anything."		Pete Venters	Character	Architects of the Flesh	Rare	N	 sergeant blightman mutating soldier 
Serket (1201)	darkfuture	serket_df	Reascended Scorpion	4	{asc}{asc}{asc}{tek}{tek}	{asc}	7	0	0	Unique. Opponents cannot declare only one interceptor against Serket. When Serket is intercepted, you choose the order of her interceptors. You may pay 1 Power to inflict 2 damage on any Character which is intercepting her.			Mark Poole	Character	Ascended	Rare	N	 serket reascended scorpion 
Shaolin Agent (1202)	darkfuture	shaolin_agent_df	Undercover Monk	2	{han}	{han}{chi}	2	0	0	When Shaolin Agent turns to attack, he gains +X Fighting until he leaves play. X= the number of opponents' cards at his target's location minus 3. X cannot be less than 0.			Randy Asplund	Character	Guiding Hand	Common	N	 shaolin agent undercover monk 
Simian Sneaker (1203)	darkfuture	simian_sneaker_df	Primate Saboteur	1	{jam}	{jam}	1	0	0	+1 damage to Sites. Return this card to play when a Site you own is seized.	Sometimes even the Jammers are subtle.		Mark Pennington	Character	Jammers	Common	N	 simian sneaker primate saboteur 
Smart Missile (1204)	darkfuture	smart_missile_df	Edge	1	{tek}		0	0	0	Enters play turned. Turn and sacrifice to inflict 6 damage on target turned Site or target Character that is the subject of a Vehicle.			Edward Beard, Jr.	Edge	High Tech	Uncommon	N	 smart missile 
Snowblind (1205)	darkfuture	snowblind_df	Event	0	{mon}{mon}		0	0	0	Limited. Toast-It. Target attacker ceases attacking.	Pi Tui doesn't need armies to defend herself.		Paul "Prof" Herbert	Event	Four Monarchs	Common	N	 snowblind 
Spawn of the New Flesh (1206)	darkfuture	spawn_of_the_new_flesh_df	Unstable Abomination	3	{arc}	{arc}	100	0	0	Unique. Ambush. X= the number of columns in your Site structure.			Richard Thomas	Character	Architects of the Flesh	Uncommon	N	 spawn new flesh unstable abomination 
Spirit Guardian (1207)	darkfuture	spirit_guardian_df	Edge	2	{mag}{mag}		0	0	0	Limited. Turn when an opponent smokes a Character you control to inflict 2 damage on a Character he or she controls.	Tortured souls bound to their sorcerous masters.		Randy Gallegos	Edge	Magic	Uncommon	N	 spirit guardian 
Spirit Shield Generator (1208)	darkfuture	spirit_shield_generator_df	State	1	{arc}{arc}		0	0	0	Subject Character gains Toughness: 1. Reduce all non-combat damage inflicted on subject to 0. Damage cannot be redirected to subject.	"I had him dead to rights, but I didn't expect my bullets to get eaten right out of the air."		Jerry Tiritilli	State	Architects of the Flesh	Common	N	 spirit shield generator 
Spit and Baling Wire (1209)	darkfuture	spit_and_baling_wire_df	Event	0	{tek}		0	0	0	Return a Vehicle, Weapon, or {tek} State in your smoked pile to play on a Character you control. At the end of the turn, toast that State, even if it is in your smoked pile.	"We should be OK as long as nobody looks at it funny."		Stephen Snyder	Event	High Tech	Common	N	 spit baling wire 
Superior Mastery (1210)	darkfuture	superior_mastery_df	Edge	1	{han}		0	0	0	You may play States on cards you control during any Main Shot.			Aaron Boyd	Edge	Guiding Hand	Uncommon	N	 super ior mastery 
Tank Commander (1211)	darkfuture	tank_commander_df	BuroMil Officer	3	{arc}{arc}	{arc}	4	0	0	You may play <Tank> States on this card at -1 cost. +1 Fighting and Tactics while the subject of a <Tank> State.	"Keep your abominations, this is all I need right here."		Randy Asplund	Character	Architects of the Flesh	Uncommon	N	 tank commander buro mil officer 
Temporal Realignment (1212)	darkfuture	temporal_realignment_df	Event	1	{pur}{pur}		0	0	0	Toast It. Toast X cards from your smoked pile to shuffle X cards from your smoked pile into your deck.	The masters of paradox know that nothing is immutable, including the past.		Stephanie Pui-Mun Law	Event	Purists	Rare	N	 temporal realignment 
